timestamp,action,neg,neu,pos,SlowD,SlowK,SMA,MACD,MACD_Hist,MACD_Signal
2000-01-03,1.0,0.051,0.871,0.078,89.56,89.3097,259.699,8.4011,0.27,8.1311
2000-01-04,0.0,0.055999999999999994,0.904,0.039,90.8006,85.6698,258.285,8.4432,0.3796,8.0636
2000-01-05,0.0,0.09300000000000001,0.828,0.079,93.5839,93.7007,256.634,8.367,0.3983,7.9687
2000-01-06,0.0,0.079,0.835,0.086,93.6084,93.0314,254.997,8.4148,0.5456,7.8692
2000-01-07,1.0,0.07200000000000001,0.838,0.09,93.9506,94.0196,253.739,8.3106,0.5779,7.7327
2000-01-10,0.0,0.081,0.85,0.068,94.6882,93.7741,252.651,8.3877,0.7994,7.5883
2000-01-11,0.0,0.086,0.846,0.069,95.9464,94.0583,251.098,8.3243,0.9359,7.3884
2000-01-12,0.0,0.115,0.789,0.096,96.792,96.2322,249.675,8.1173,0.9628,7.1545
2000-01-13,1.0,0.09699999999999999,0.818,0.085,88.6578,97.5488,248.208,7.9355,1.0217,6.9138
2000-01-14,1.0,0.09699999999999999,0.8320000000000001,0.071,71.7355,96.5949,246.619,7.5596,0.9013,6.6583
2000-01-18,1.0,0.083,0.816,0.10099999999999999,55.781,71.8297,244.638,6.9413,0.5083,6.433
2000-01-19,1.0,0.11,0.833,0.057,56.3485,46.7818,243.143,6.8444,0.5385,6.3059
2000-01-20,1.0,0.065,0.852,0.083,72.3903,48.7317,241.928,6.8553,0.684,6.1713
2000-01-21,0.0,0.098,0.828,0.07400000000000001,87.9442,73.5321,240.789,7.022,1.0217,6.0003
2000-01-24,0.0,0.098,0.779,0.124,92.6431,94.9071,239.531,6.704,0.9591,5.7449
2000-01-25,1.0,0.07,0.863,0.067,90.822,95.3935,238.279,6.3584,0.8533,5.5051
2000-01-26,0.0,0.054000000000000006,0.87,0.076,85.031,87.6286,237.258,6.2586,0.9668,5.2918
2000-01-27,0.0,0.092,0.835,0.07200000000000001,79.1526,89.444,235.6,5.9026,0.8526,5.0501
2000-01-28,0.0,0.065,0.8540000000000001,0.08,69.4962,78.0203,234.093,5.6079,0.7709,4.8369
2000-01-31,0.0,0.106,0.823,0.07200000000000001,65.0243,69.9935,232.559,5.2458,0.6016,4.6442
2000-02-01,0.0,0.081,0.835,0.084,66.8495,60.4747,231.434,5.078,0.5841,4.4938
2000-02-02,0.0,0.054000000000000006,0.893,0.052000000000000005,74.5114,64.6048,230.539,5.0882,0.7404,4.3478
2000-02-03,1.0,0.077,0.833,0.09,82.7027,75.4689,228.873,4.9764,0.8137,4.1627
2000-02-04,1.0,0.109,0.821,0.069,86.915,83.4605,227.842,4.9364,0.9771,3.9592
2000-02-07,1.0,0.086,0.836,0.078,85.5056,89.1786,226.71,4.506,0.7911,3.715
2000-02-08,0.0,0.113,0.815,0.07200000000000001,80.6293,88.106,225.31,4.0429,0.5257,3.5172
2000-02-09,0.0,0.11900000000000001,0.825,0.057,77.2606,79.2323,224.069,3.5916,0.2058,3.3858
2000-02-10,0.0,0.134,0.7959999999999999,0.07,74.7201,74.5496,223.276,3.4743,0.14,3.3343
2000-02-11,0.0,0.068,0.831,0.1,66.4904,77.9998,222.428,3.3658,0.0665,3.2993
2000-02-14,1.0,0.067,0.8390000000000001,0.09300000000000001,54.4974,71.6109,221.949,3.3016,0.0189,3.2827
2000-02-15,1.0,0.092,0.8190000000000001,0.09,50.0045,49.8604,221.217,3.1257,-0.1522,3.2779
2000-02-16,0.0,0.084,0.8540000000000001,0.062,54.5445,42.021,220.791,2.92,-0.396,3.316
2000-02-17,0.0,0.08900000000000001,0.8270000000000001,0.084,59.8642,58.132,221.149,3.349,-0.066,3.415
2000-02-18,0.0,0.07200000000000001,0.8540000000000001,0.07400000000000001,56.1426,63.4804,220.949,3.3764,-0.0551,3.4315
2000-02-22,0.0,0.105,0.81,0.085,47.9778,57.9804,220.438,3.1576,-0.2876,3.4453
2000-02-23,0.0,0.114,0.823,0.063,38.2168,46.9671,220.121,3.2571,-0.2601,3.5172
2000-02-24,0.0,0.11199999999999999,0.807,0.081,26.0571,38.9858,220.067,3.3733,-0.2089,3.5822
2000-02-25,0.0,0.102,0.8190000000000001,0.079,22.2244,28.6974,220.547,3.5275,-0.1069,3.6345
2000-02-28,1.0,0.107,0.7959999999999999,0.09699999999999999,26.4098,10.4881,220.499,3.8207,0.1595,3.6612
2000-02-29,0.0,0.09699999999999999,0.8340000000000001,0.068,40.5556,27.4878,219.782,3.8868,0.2655,3.6213
2000-03-01,1.0,0.11599999999999999,0.7979999999999999,0.086,48.7258,41.2536,219.371,4.1265,0.5715,3.555
2000-03-02,0.0,0.09699999999999999,0.812,0.091,51.0699,52.9254,218.638,4.1249,0.7129,3.4121
2000-03-03,1.0,0.099,0.8340000000000001,0.067,53.8743,51.9985,217.637,3.9988,0.7649,3.2339
2000-03-06,0.0,0.139,0.7909999999999999,0.071,61.8069,48.2859,216.37,3.8764,0.8337,3.0426
2000-03-07,0.0,0.09699999999999999,0.7979999999999999,0.105,76.435,61.3384,215.017,3.7757,0.9415,2.8342
2000-03-08,0.0,0.095,0.82,0.084,87.0588,75.7964,214.26,3.8194,1.2206,2.5988
2000-03-09,0.0,0.114,0.797,0.08800000000000001,91.705,92.1703,213.11,3.5884,1.2948,2.2937
2000-03-10,1.0,0.11800000000000001,0.818,0.064,90.201,93.2096,211.04,2.7527,0.7828,1.97
2000-03-13,0.0,0.096,0.83,0.07400000000000001,88.451,89.7352,210.019,2.3313,0.557,1.7743
2000-03-14,0.0,0.084,0.84,0.076,81.7205,87.6581,209.219,2.1881,0.5531,1.635
2000-03-15,0.0,0.075,0.852,0.07200000000000001,73.8039,87.9596,208.678,1.8738,0.377,1.4967
2000-03-16,1.0,0.07400000000000001,0.87,0.055999999999999994,64.6935,69.5438,208.592,1.5257,0.1232,1.4025
2000-03-17,1.0,0.083,0.851,0.066,61.7579,63.9084,208.691,1.268,-0.1037,1.3717
2000-03-20,0.0,0.08800000000000001,0.8,0.11199999999999999,54.8669,60.6285,208.94,1.2882,-0.1094,1.3976
2000-03-21,1.0,0.086,0.841,0.073,45.5536,60.737,209.359,1.4948,0.0699,1.4249
2000-03-22,1.0,0.059000000000000004,0.856,0.084,33.8149,43.2353,208.771,1.357,-0.0505,1.4075
2000-03-23,0.0,0.083,0.8190000000000001,0.09699999999999999,34.3333,32.6885,208.267,1.3303,-0.0898,1.4201
2000-03-24,0.0,0.105,0.81,0.085,44.137,25.5208,208.173,1.725,0.2824,1.4426
2000-03-27,0.0,0.073,0.823,0.10300000000000001,63.6566,44.7905,207.489,1.8208,0.4488,1.3719
2000-03-28,0.0,0.064,0.8640000000000001,0.07200000000000001,76.8037,62.0995,206.865,2.1202,0.8604,1.2597
2000-03-29,0.0,0.077,0.841,0.083,80.1596,84.0798,206.052,2.108,1.0634,1.0446
2000-03-30,0.0,0.081,0.82,0.099,69.7215,84.2317,204.753,1.679,0.9002,0.7788
2000-03-31,1.0,0.083,0.821,0.096,53.2258,72.1672,202.995,1.1273,0.5736,0.5537
2000-04-03,0.0,0.087,0.8220000000000001,0.091,43.6533,52.7656,201.538,0.6217,0.2114,0.4103
2000-04-04,0.0,0.1,0.809,0.09,45.9535,34.7447,200.275,-0.0063,-0.3638,0.3575
2000-04-05,0.0,0.077,0.8270000000000001,0.096,59.7152,43.4495,200.4,-0.1622,-0.6107,0.4484
2000-04-06,0.0,0.083,0.852,0.065,70.0912,59.6664,201.444,-0.2754,-0.8765,0.6011
2000-04-07,1.0,0.09300000000000001,0.826,0.081,70.2608,76.0297,202.77,-0.3853,-1.2055,0.8202
2000-04-10,0.0,0.083,0.863,0.054000000000000006,58.1481,74.5774,203.544,-0.302,-1.4236,1.1216
2000-04-11,0.0,0.075,0.8590000000000001,0.065,38.1085,60.1754,204.428,-0.0488,-1.5263,1.4775
2000-04-12,0.0,0.08900000000000001,0.812,0.099,21.3971,39.6917,205.046,0.104,-1.7551,1.8591
2000-04-13,1.0,0.096,0.823,0.081,11.0912,14.4585,205.915,0.4095,-1.8883,2.2979
2000-04-14,0.0,0.087,0.8320000000000001,0.081,13.6921,10.0411,207.141,1.2812,-1.4887,2.7699
2000-04-17,1.0,0.091,0.831,0.078,22.2431,8.7741,208.356,2.2836,-0.8585,3.1421
2000-04-18,0.0,0.081,0.847,0.07200000000000001,38.316,22.2612,208.922,3.3587,0.002,3.3567
2000-04-19,0.0,0.102,0.7929999999999999,0.106,52.6024,35.6941,208.948,3.9144,0.5582,3.3562
2000-04-20,0.0,0.09699999999999999,0.8220000000000001,0.081,64.1114,56.9928,207.958,3.7145,0.4978,3.2167
2000-04-24,0.0,0.07,0.8690000000000001,0.061,70.4635,65.1203,206.721,3.1488,0.0565,3.0922
2000-04-25,1.0,0.054000000000000006,0.8859999999999999,0.06,77.6006,70.2213,206.304,3.1608,0.0827,3.0781
2000-04-26,0.0,0.09300000000000001,0.8270000000000001,0.08,86.5998,76.049,205.867,3.1607,0.1033,3.0574
2000-04-27,1.0,0.094,0.8320000000000001,0.075,83.9481,86.5315,205.364,3.2144,0.1828,3.0316
2000-04-28,0.0,0.07400000000000001,0.8640000000000001,0.061,76.6422,97.2189,204.8064,3.0926,0.1066,2.9859
2000-05-01,0.0,0.1,0.81,0.09,58.8269,68.0938,204.2244,3.0163,0.0571,2.9593
2000-05-02,0.0,0.066,0.878,0.057,57.2754,64.6138,203.2984,2.7947,-0.1502,2.945
2000-05-03,0.0,0.08800000000000001,0.838,0.07400000000000001,57.1239,43.7731,203.0144,2.961,-0.0216,2.9825
2000-05-04,0.0,0.102,0.804,0.094,68.8638,63.4392,202.7704,2.9122,-0.0757,2.9879
2000-05-05,0.0,0.066,0.8809999999999999,0.053,72.4395,64.1594,202.6984,2.9899,-0.017,3.0069
2000-05-08,0.0,0.064,0.826,0.11,73.7321,78.9927,202.4344,3.0404,0.0293,3.0111
2000-05-09,0.0,0.076,0.845,0.079,65.7087,74.1664,202.2924,3.0057,0.002,3.0038
2000-05-10,0.0,0.05,0.875,0.075,56.4122,68.0371,201.7514,2.9686,-0.0347,3.0033
2000-05-11,1.0,0.113,0.772,0.115,51.0644,54.9225,201.5354,3.0451,0.0331,3.0119
2000-05-12,1.0,0.12300000000000001,0.782,0.095,56.3655,46.2769,200.981,3.0104,0.0068,3.0037
2000-05-15,0.0,0.102,0.779,0.11900000000000001,70.3491,51.9938,200.639,3.0714,0.0695,3.002
2000-05-16,1.0,0.092,0.84,0.068,80.0526,70.8258,200.573,3.3745,0.3899,2.9846
2000-05-17,0.0,0.139,0.789,0.07200000000000001,77.1403,88.2278,200.372,3.5482,0.6611,2.8871
2000-05-18,0.0,0.086,0.8490000000000001,0.065,67.8179,81.1041,200.0724,3.4597,0.7379,2.7219
2000-05-19,0.0,0.10300000000000001,0.826,0.07,62.1012,62.0888,199.7124,3.3036,0.7662,2.5374
2000-05-22,0.0,0.086,0.835,0.078,58.6292,60.2608,199.1764,3.2467,0.9009,2.3458
2000-05-23,0.0,0.078,0.838,0.084,54.5323,63.9539,198.1494,2.9477,0.8271,2.1206
2000-05-24,0.0,0.10400000000000001,0.823,0.073,48.8743,51.6729,197.4353,2.9803,1.0664,1.9139
2000-05-25,0.0,0.066,0.861,0.073,56.6222,47.9702,196.8763,2.8146,1.1674,1.6472
2000-05-26,0.0,0.073,0.841,0.086,67.3848,46.9799,196.4942,2.8188,1.4634,1.3554
2000-05-30,0.0,0.077,0.825,0.098,79.0807,74.9165,196.1372,2.7159,1.7263,0.9896
2000-05-31,0.0,0.09,0.8079999999999999,0.102,77.7389,80.2579,195.4642,2.5339,1.9759,0.558
2000-06-01,1.0,0.08199999999999999,0.843,0.075,70.3745,82.0677,194.2352,2.2383,2.1743,0.064
2000-06-02,1.0,0.09300000000000001,0.785,0.122,61.7914,70.8911,192.5078,1.6701,2.1497,-0.4796
2000-06-05,0.0,0.09699999999999999,0.8220000000000001,0.081,60.4469,58.1646,190.9678,0.9893,2.0063,-1.017
2000-06-06,0.0,0.065,0.843,0.092,69.3884,56.3186,188.9068,0.4756,1.9942,-1.5186
2000-06-07,1.0,0.07400000000000001,0.816,0.11,80.1203,66.8574,187.1768,0.1337,2.1508,-2.0171
2000-06-08,0.0,0.049,0.8809999999999999,0.07,87.8829,84.9893,185.6468,-0.166,2.3888,-2.5548
2000-06-09,0.0,0.11699999999999999,0.778,0.105,90.3085,88.5143,183.9718,-0.868,2.284,-3.1521
2000-06-12,0.0,0.07,0.865,0.065,91.1966,90.145,182.2189,-1.675,2.0481,-3.7231
2000-06-13,1.0,0.08900000000000001,0.8340000000000001,0.077,92.2287,92.2661,180.6249,-2.7733,1.4617,-4.2351
2000-06-14,0.0,0.139,0.784,0.077,84.89,91.1786,179.463,-3.8243,0.7762,-4.6005
2000-06-15,0.0,0.086,0.852,0.062,68.7765,93.2413,178.792,-4.5706,0.224,-4.7946
2000-06-16,0.0,0.068,0.878,0.054000000000000006,45.2472,70.2503,178.95,-5.1073,-0.2567,-4.8506
2000-06-19,1.0,0.099,0.8290000000000001,0.07200000000000001,27.6961,42.8379,179.044,-5.8402,-1.0538,-4.7864
2000-06-20,1.0,0.091,0.8390000000000001,0.071,19.616,22.6535,179.852,-5.7907,-1.2677,-4.5229
2000-06-21,0.0,0.081,0.831,0.08800000000000001,15.3668,17.5968,180.985,-5.6595,-1.4535,-4.206
2000-06-22,0.0,0.078,0.8490000000000001,0.073,12.7943,18.5977,182.3521,-5.4748,-1.6322,-3.8426
2000-06-23,0.0,0.073,0.833,0.094,11.7063,9.9058,183.1841,-5.3337,-1.8991,-3.4346
2000-06-26,1.0,0.079,0.856,0.065,18.0101,9.8794,184.1831,-4.9202,-1.9604,-2.9598
2000-06-27,0.0,0.08199999999999999,0.8420000000000001,0.075,25.311,15.3336,185.0628,-4.5754,-2.1058,-2.4697
2000-06-28,1.0,0.077,0.8420000000000001,0.081,35.6218,28.8171,186.7856,-4.1983,-2.255,-1.9432
2000-06-29,0.0,0.071,0.84,0.08800000000000001,40.7016,31.7822,188.8447,-3.6159,-2.2365,-1.3795
2000-06-30,0.0,0.105,0.7809999999999999,0.114,46.9961,46.2662,190.5683,-3.3149,-2.4946,-0.8204
2000-07-03,0.0,0.055,0.8240000000000001,0.12,44.2291,44.0563,192.6343,-2.9395,-2.7428,-0.1967
2000-07-05,0.0,0.084,0.8490000000000001,0.068,38.474,50.6659,194.7113,-2.2445,-2.7335,0.489
2000-07-06,0.0,0.055999999999999994,0.87,0.07400000000000001,28.803,37.9651,197.1073,-1.672,-2.8444,1.1724
2000-07-07,1.0,0.095,0.85,0.055999999999999994,23.4669,26.7911,199.1003,-1.2204,-3.1038,1.8835
2000-07-10,1.0,0.079,0.838,0.084,22.5072,21.6528,201.4613,-0.2556,-2.915,2.6594
2000-07-11,0.0,0.102,0.8270000000000001,0.071,21.7721,21.9568,203.1263,0.9654,-2.4228,3.3882
2000-07-12,1.0,0.106,0.795,0.099,24.3905,23.9119,204.7946,2.3766,-1.6172,3.9939
2000-07-13,0.0,0.07400000000000001,0.84,0.086,33.0768,19.4474,205.5427,3.1555,-1.2427,4.3982
2000-07-14,0.0,0.087,0.807,0.106,48.5765,29.812,206.1866,3.801,-0.9079,4.7089
2000-07-17,0.0,0.057,0.871,0.07200000000000001,62.0205,49.9711,206.733,4.4164,-0.5194,4.9358
2000-07-18,0.0,0.105,0.83,0.065,61.9253,65.9465,206.588,4.7321,-0.3336,5.0657
2000-07-19,0.0,0.08800000000000001,0.8059999999999999,0.107,53.9689,70.144,206.442,5.2281,0.079,5.1491
2000-07-20,1.0,0.11199999999999999,0.815,0.073,40.5961,49.6854,205.665,5.1131,-0.0162,5.1293
2000-07-21,0.0,0.111,0.7929999999999999,0.096,37.5132,42.0773,204.635,4.9988,-0.1346,5.1334
2000-07-24,0.0,0.094,0.7809999999999999,0.125,42.2414,30.0255,203.5931,4.7762,-0.3908,5.167
2000-07-25,1.0,0.096,0.809,0.095,57.963,40.4368,203.1451,5.117,-0.1478,5.2647
2000-07-26,0.0,0.062,0.858,0.08,75.3689,56.2619,202.6251,5.3411,0.0394,5.3016
2000-07-27,1.0,0.040999999999999995,0.904,0.054000000000000006,88.58,77.1903,202.2201,5.4985,0.2067,5.2918
2000-07-28,0.0,0.085,0.82,0.096,94.754,92.6547,201.4047,5.4229,0.1828,5.2401
2000-07-31,1.0,0.055999999999999994,0.867,0.077,91.8442,95.8952,200.7007,5.1937,-0.0007,5.1944
2000-08-01,0.0,0.087,0.812,0.10099999999999999,82.2025,95.7122,199.8997,5.1238,-0.0708,5.1946
2000-08-02,0.0,0.092,0.841,0.066,66.3492,83.9252,199.2617,5.1231,-0.0892,5.2123
2000-08-03,0.0,0.08199999999999999,0.797,0.121,52.7278,66.97,198.4287,5.018,-0.2166,5.2346
2000-08-04,0.0,0.073,0.7829999999999999,0.14400000000000002,48.2641,48.1523,197.7997,5.1755,-0.1132,5.2887
2000-08-07,0.0,0.051,0.895,0.054000000000000006,52.8994,43.0613,196.9626,5.3092,-0.0078,5.317
2000-08-08,0.0,0.11900000000000001,0.812,0.07,65.3365,53.5786,196.2686,5.4924,0.1734,5.319
2000-08-09,0.0,0.07,0.8490000000000001,0.081,76.6921,62.0584,195.3316,5.5832,0.3076,5.2757
2000-08-10,0.0,0.098,0.825,0.077,87.9462,80.3724,194.1416,5.4499,0.2511,5.1988
2000-08-11,0.0,0.091,0.848,0.061,91.8284,87.6455,193.149,5.4218,0.2858,5.136
2000-08-14,0.0,0.063,0.807,0.13,92.7956,95.8206,192.2834,5.1397,0.0751,5.0645
2000-08-15,0.0,0.08800000000000001,0.8029999999999999,0.109,89.9507,92.0191,191.7924,5.1019,0.0562,5.0458
2000-08-16,1.0,0.076,0.858,0.066,85.8752,90.5472,191.6814,4.9765,-0.0552,5.0317
2000-08-17,1.0,0.085,0.784,0.132,75.306,87.286,191.2044,4.9131,-0.1325,5.0455
2000-08-18,0.0,0.071,0.8540000000000001,0.075,60.2051,79.7924,190.5024,4.9174,-0.1612,5.0786
2000-08-21,0.0,0.07400000000000001,0.831,0.095,42.2863,58.8396,190.2284,5.0713,-0.0476,5.1189
2000-08-22,0.0,0.094,0.84,0.065,31.281,41.9832,189.6444,5.138,0.0072,5.1308
2000-08-23,1.0,0.12,0.7929999999999999,0.087,28.0159,26.0361,189.1457,5.3327,0.2037,5.129
2000-08-24,1.0,0.076,0.8140000000000001,0.11,38.2103,25.8236,188.6407,5.5933,0.5152,5.0781
2000-08-25,0.0,0.098,0.8240000000000001,0.078,54.0088,32.1881,187.9907,5.8649,0.9156,4.9493
2000-08-28,0.0,0.098,0.816,0.086,69.9916,56.6192,186.8243,5.8295,1.1091,4.7204
2000-08-29,0.0,0.09,0.8270000000000001,0.083,78.4692,73.2192,185.2223,5.7152,1.2721,4.4431
2000-08-30,0.0,0.075,0.852,0.073,82.4311,80.1363,182.7203,5.0962,0.9711,4.1251
2000-08-31,0.0,0.099,0.812,0.08900000000000001,87.1927,82.052,181.1053,4.7738,0.8914,3.8823
2000-09-01,1.0,0.10300000000000001,0.831,0.066,90.4913,85.1049,179.9491,4.6786,1.0192,3.6594
2000-09-05,0.0,0.09300000000000001,0.8340000000000001,0.073,92.4097,94.4212,178.7081,4.2733,0.8686,3.4047
2000-09-06,0.0,0.068,0.828,0.10400000000000001,91.2502,91.9479,177.6971,3.9534,0.7659,3.1875
2000-09-07,1.0,0.065,0.845,0.091,85.6767,90.8601,176.6409,3.5851,0.5891,2.996
2000-09-08,0.0,0.085,0.828,0.087,71.7704,90.9426,175.6829,3.1588,0.3101,2.8488
2000-09-11,0.0,0.062,0.857,0.08199999999999999,50.7062,75.2276,174.7789,2.7368,-0.0345,2.7712
2000-09-12,0.0,0.075,0.8490000000000001,0.076,36.4851,49.1411,174.1499,2.3874,-0.3924,2.7799
2000-09-13,0.0,0.077,0.861,0.062,36.9344,27.7498,174.0169,2.366,-0.512,2.878
2000-09-14,0.0,0.076,0.868,0.057,48.714,32.5643,174.1429,2.8306,-0.1754,3.006
2000-09-15,0.0,0.091,0.8340000000000001,0.075,57.0715,50.4891,173.9359,3.021,-0.0289,3.0498
2000-09-18,1.0,0.095,0.821,0.084,61.6646,63.0886,173.588,3.1387,0.0817,3.057
2000-09-19,0.0,0.114,0.8190000000000001,0.067,62.1705,57.6366,172.965,3.1139,0.0773,3.0366
2000-09-20,0.0,0.067,0.857,0.076,68.3687,64.2684,172.521,3.0624,0.0451,3.0173
2000-09-21,0.0,0.1,0.84,0.06,73.3357,64.6065,172.064,3.0956,0.0896,3.006
2000-09-22,0.0,0.11800000000000001,0.775,0.107,74.8886,76.2311,171.771,3.089,0.1053,2.9836
2000-09-25,1.0,0.099,0.8109999999999999,0.09,71.7849,79.1694,171.46,3.1486,0.1913,2.9573
2000-09-26,0.0,0.10099999999999999,0.805,0.094,63.1616,69.2653,171.194,3.128,0.2185,2.9095
2000-09-27,0.0,0.07400000000000001,0.845,0.08199999999999999,57.1267,66.92,170.677,3.0103,0.1554,2.8549
2000-09-28,1.0,0.091,0.8220000000000001,0.08800000000000001,50.9138,53.2995,170.759,3.0791,0.263,2.816
2000-09-29,0.0,0.07400000000000001,0.85,0.076,47.2281,51.1606,171.044,3.0996,0.3494,2.7503
2000-10-02,0.0,0.075,0.843,0.083,44.0691,48.2812,171.211,3.1429,0.48,2.6629
2000-10-03,0.0,0.11599999999999999,0.809,0.075,36.9259,42.2426,170.981,3.3031,0.7602,2.5429
2000-10-04,1.0,0.094,0.826,0.079,32.4501,41.6834,170.552,3.3027,0.9498,2.3529
2000-10-05,0.0,0.087,0.863,0.05,30.095,26.8518,170.192,3.411,1.2956,2.1154
2000-10-06,0.0,0.08,0.843,0.077,40.8832,28.8152,169.378,3.3286,1.537,1.7915
2000-10-09,0.0,0.08,0.848,0.073,57.2574,34.6181,167.993,3.3063,1.899,1.4073
2000-10-10,0.0,0.062,0.851,0.08800000000000001,76.7793,59.2162,166.467,3.133,2.2004,0.9325
2000-10-11,0.0,0.083,0.815,0.102,87.6477,77.938,165.116,3.076,2.6935,0.3824
2000-10-12,0.0,0.105,0.8220000000000001,0.073,91.0946,93.1837,163.287,2.6113,2.9022,-0.291
2000-10-13,1.0,0.092,0.8109999999999999,0.09699999999999999,89.0222,91.8214,161.237,1.7511,2.7676,-1.0165
2000-10-16,0.0,0.092,0.809,0.099,83.2385,88.2788,159.592,0.8099,2.5184,-1.7084
2000-10-17,0.0,0.107,0.7979999999999999,0.095,77.3277,86.9664,158.601,0.1518,2.4898,-2.338
2000-10-18,0.0,0.075,0.82,0.105,71.909,74.4704,157.325,-0.6446,2.3159,-2.9605
2000-10-19,0.0,0.076,0.823,0.10099999999999999,67.3041,70.5464,156.022,-1.5651,1.9743,-3.5394
2000-10-20,1.0,0.102,0.813,0.086,60.0496,70.7102,154.7228,-2.4261,1.6069,-4.033
2000-10-23,1.0,0.063,0.893,0.044000000000000004,46.8807,60.6555,154.1828,-2.777,1.6577,-4.4348
2000-10-24,0.0,0.08,0.812,0.107,45.0166,48.7831,153.8918,-3.1377,1.7115,-4.8492
2000-10-25,0.0,0.08,0.82,0.099,51.86,31.2035,153.5938,-3.5209,1.7562,-5.2771
2000-10-26,0.0,0.1,0.789,0.11,69.4942,55.0631,153.3118,-3.8192,1.8969,-5.7161
2000-10-27,0.0,0.073,0.8320000000000001,0.095,77.4802,69.3133,152.8528,-4.1485,2.0418,-6.1903
2000-10-30,1.0,0.07200000000000001,0.8540000000000001,0.07400000000000001,74.7109,84.1062,152.0818,-4.7386,1.9622,-6.7008
2000-10-31,0.0,0.085,0.795,0.12,65.6949,79.0212,150.7848,-5.5338,1.6576,-7.1913
2000-11-01,1.0,0.098,0.792,0.11,60.673,61.0054,149.7637,-6.1323,1.4735,-7.6057
2000-11-02,1.0,0.063,0.875,0.062,68.9494,57.0581,149.9447,-6.6929,1.2812,-7.9741
2000-11-03,0.0,0.08800000000000001,0.835,0.077,76.0843,63.9554,150.7719,-7.0238,1.2705,-8.2944
2000-11-06,0.0,0.075,0.748,0.177,74.3604,85.8347,151.4369,-7.4043,1.2077,-8.612
2000-11-07,0.0,0.064,0.882,0.054000000000000006,59.3208,78.4629,151.7329,-7.9889,0.925,-8.9139
2000-11-08,0.0,0.067,0.863,0.071,41.0902,58.7837,151.3129,-8.5802,0.5649,-9.1452
2000-11-09,0.0,0.07200000000000001,0.838,0.09,35.4692,40.7159,150.9989,-9.087,0.1995,-9.2864
2000-11-10,0.0,0.08199999999999999,0.833,0.085,41.5657,23.7711,151.7289,-9.4254,-0.0891,-9.3363
2000-11-13,0.0,0.10400000000000001,0.8079999999999999,0.087,62.1672,41.9207,152.8989,-9.6327,-0.3186,-9.314
2000-11-14,1.0,0.095,0.8190000000000001,0.086,73.7177,59.0054,155.0459,-9.3326,-0.0982,-9.2344
2000-11-15,0.0,0.062,0.7659999999999999,0.171,75.5072,85.5754,157.1849,-8.7587,0.4511,-9.2098
2000-11-16,0.0,0.099,0.8,0.1,59.5891,76.5722,158.2409,-9.0088,0.3138,-9.3226
2000-11-17,0.0,0.078,0.7979999999999999,0.125,40.4807,64.3739,159.2879,-9.5675,-0.1664,-9.4011
2000-11-20,0.0,0.109,0.7829999999999999,0.10800000000000001,21.0366,37.821,160.5869,-10.0366,-0.6772,-9.3594
2000-11-21,0.0,0.065,0.8809999999999999,0.054000000000000006,11.7998,19.2471,162.0429,-10.3203,-1.1302,-9.1902
2000-11-22,0.0,0.083,0.821,0.096,11.8724,6.0417,164.3789,-9.7647,-0.8571,-8.9076
2000-11-24,1.0,0.08800000000000001,0.8029999999999999,0.109,16.4793,10.1104,166.0639,-8.8982,-0.2048,-8.6933
2000-11-27,0.0,0.057999999999999996,0.83,0.11199999999999999,20.8315,19.465,167.727,-8.5495,0.0926,-8.6421
2000-11-28,0.0,0.062,0.856,0.08199999999999999,25.8811,19.8625,168.863,-8.3407,0.3246,-8.6653
2000-11-29,0.0,0.099,0.7859999999999999,0.115,35.0312,23.1671,170.358,-8.523,0.2235,-8.7464
2000-11-30,0.0,0.066,0.845,0.08900000000000001,43.5844,34.6137,172.266,-8.5685,0.2338,-8.8023
2000-12-01,1.0,0.055999999999999994,0.836,0.109,43.9592,47.3129,173.75,-8.5092,0.3516,-8.8607
2000-12-04,0.0,0.071,0.84,0.08900000000000001,34.6285,48.8265,175.116,-8.6711,0.2776,-8.9486
2000-12-05,0.0,0.085,0.815,0.1,24.9942,35.7381,175.74,-8.9033,0.1147,-9.018
2000-12-06,0.0,0.102,0.81,0.08800000000000001,18.4525,19.321,175.851,-9.0611,-0.0144,-9.0467
2000-12-07,0.0,0.076,0.866,0.057999999999999996,28.2725,19.9235,176.109,-9.259,-0.2159,-9.0431
2000-12-08,1.0,0.068,0.765,0.16699999999999998,41.9732,16.1129,177.1033,-8.6988,0.2903,-8.9891
2000-12-11,0.0,0.076,0.813,0.11199999999999999,63.2219,48.7811,177.7273,-8.7217,0.34,-9.0617
2000-12-12,0.0,0.086,0.8540000000000001,0.06,73.3235,61.0255,178.3883,-8.4478,0.6989,-9.1467
2000-12-13,0.0,0.095,0.807,0.098,75.9165,79.859,179.2933,-8.9112,0.4102,-9.3214
2000-12-14,0.0,0.09699999999999999,0.802,0.10099999999999999,66.3703,79.0858,179.8973,-9.7303,-0.3064,-9.424
2000-12-15,0.0,0.057999999999999996,0.8809999999999999,0.062,46.4157,68.8046,180.7073,-10.2098,-0.8624,-9.3474
2000-12-18,0.0,0.031,0.903,0.066,26.6683,51.2205,181.8313,-10.9145,-1.7827,-9.1318
2000-12-19,0.0,0.091,0.8490000000000001,0.06,11.2516,19.2218,183.3213,-11.0514,-2.3653,-8.6861
